92,1,27,53.5,7,3,60,70,4
93,2,27,26,8,2,30,40,8
94,3,27,21.2,9,1,30,30,10
95,5,27,26,8,2,30,40,8
96,1,28,30.8,1,2,40,40,8
97,2,28,15.8,2,0,20,20,12
98,3,28,12.5,3,0,20,20,12
99,1,29,25.4,1,1,30,40,8
100,2,29,12,2,0,20,20,12
101,3,29,10,3,0,20,15,14
102,1,30,38.1,1,2,40,50,8
103,2,30,17,2,0,20,30,10
104,3,30,12.3,3,0,20,20,12
105,1,31,47.2,10,3,60,60,6
106,2,31,23.6,10,1,30,30,10
107,3,31,18.8,11,1,30,30,10
108,5,31,23.6,10,1,30,30,10
109,1,32,57.7,10,3,75,80,4
110,2,32,28.8,10,2,40,40,8
111,3,32,26.1,11,2,30,40,8
112,5,32,28.8,10,2,40,40,8
113,1,33,24.8,1,1,30,40,8
114,2,33,10.3,2,0,20,15,14
115,3,33,8.3,3,0,20,15,14
116,1,34,34.6,1,2,40,50,8
117,2,34,14.9,2,0,20,20,12
118,3,34,10.5,3,0,20,15,14
119,1,35,22.2,1,1,30,30,10
120,2,35,9,2,0,20,15,14
121,3,35,6.9,3,0,20,15,14
122,1,36,29.9,1,2,30,40,8
123,2,36,14.6,2,0,20,20,12
124,3,36,9.7,3,0,20,15,14
125,1,37,71.1,4,3,75,90,3
126,2,37,32.1,4,2,40,50,8
127,3,37,25.7,6,1,30,40,8
128,1,38,110.6,4,4,115,150,36526
129,2,38,50,4,3,50,70,4
130,3,38,40,6,2,40,60,6
131,1,39,66.7,4,3,75,90,3
132,2,39,30.1,4,2,40,40,8
133,3,39,24.1,6,1,30,40,8
134,1,40,93.2,4,4,115,125,1
135,2,40,42.1,5,2,50,60,6
136,3,40,33.6,6,2,40,50,8
137,1,41,61.6,4,3,75,80,4
138,2,41,27.9,4,2,30,40,8
139,3,41,22.3,6,1,30,30,10
140,1,42,75.8,4,3,90,100,3
141,2,42,34.3,4,2,40,50,8
142,3,42,27.1,6,2,30,40,8
143,1,43,49,4,3,50,70,4
144,2,43,22.1,4,1,30,30,10
145,3,43,17.7,6,0,20,30,10
146,1,44,71.1,4,3,75,90,3
147,2,44,32.1,4,2,40,50,8
148,3,44,26.3,6,1,30,40,8
149,1,45,42.7,4,2,50,60,6
150,2,45,19.3,4,1,20,30,10
151,3,45,16,6,0,20,30,10
152,1,46,60,4,3,60,80,4
153,2,46,27.1,4,2,30,40,8
154,3,46,21.8,6,1,30,30,10
155,1,47,52.1,4,3,60,70,4
156,2,47,23.6,4,1,30,30,10
157,3,47,18.9,6,1,20,30,10
158,1,48,34.8,4,2,40,50,8
159,2,48,15.7,4,0,20,20,12
160,3,48,13.6,6,0,20,20,12
161,1,49,47.4,4,3,50,60,6
162,2,49,21.4,4,1,30,30,10
163,3,49,17.1,6,0,20,30,10
164,1,50,30,4,2,30,40,8
165,2,50,13.6,4,0,20,20,12
166,3,50,10.7,6,0,20,15,14
167,1,51,95.6,4,4,115,125,1
168,2,51,43.2,4,2,50,60,6
169,3,51,34.6,6,2,40,50,8
170,1,52,129.5,4,4,150,175,36557
171,2,52,58.6,4,3,60,80,4
172,3,52,46.4,6,3,50,60,6
173,1,62,87.5,4,3,90,110,2
174,2,62,39.6,4,2,40,50,8
175,3,62,31.6,6,2,40,40,8
176,1,54,123.2,4,4,150,175,36557
177,2,54,55.7,4,3,60,70,4
178,3,54,44.3,6,2,50,60,6
179,4,57,13.2,14,0,20,20,12
180,1,55,6.6,12,0,20,15,14
181,2,55,2.9,13,0,20,15,14
182,5,55,2.9,13,0,20,15,14
183,1,59,7.9,12,0,20,15,14
184,2,58,3.1,13,0,20,15,14
185,5,58,3.1,13,0,20,15,14
186,4,61,15.3,15,0,20,20,12
187,1,60,11.2,12,0,20,15,14
188,2,60,5.2,13,0,20,15,14
189,5,60,5.2,13,0,20,15,14
190,1,62,4.1,12,0,20,15,14
191,2,63,1.8,13,0,20,15,14
192,5,63,1.8,13,0,20,15,14
193,1,64,5.8,12,0,20,15,14
194,4,65,9.1,14,0,20,15,14
195,4,68,8.9,14,0,20,15,14
196,1,66,6,12,0,20,15,14
197,2,66,3.1,13,0,20,15,14
198,5,66,3.1,13,0,20,15,14
199,4,70,5.1,14,0,20,15,14
200,1,69,2.9,12,0,20,15,14
201,1,72,2.7,12,0,20,20,14
202,1,71,2,12,0,20,15,14
203,4,73,3.1,14,0,20,15,14
204,1,74,3.8,12,0,20,15,14
207,1,76,6.4,14,0,20,20,14
208,5,77,5.4,13,0,20,20,14
209,1,77,11.5,12,0,20,15,14
210,2,77,5.4,13,0,20,15,14
211,4,79,15,15,0,20,20,14
212,1,80,56.5,16,3,75,80,4
213,2,80,24.4,8,2,30,40,8
214,3,80,20.1,17,1,30,30,10
215,5,80,24.4,8,2,30,40,8
216,4,81,14.1,18,0,20,20,12
217,1,81,8,19,0,20,15,14
218,2,81,4.5,8,0,20,15,14
219,5,81,4.5,8,0,20,15,14
221,1,82,9,19,0,20,15,14
222,2,82,4.5,8,0,20,15,14
223,5,82,4.5,8,0,20,15,14
224,4,83,18.6,18,1,30,30,10
225,1,83,10.9,19,0,20,15,14
226,2,83,5.4,8,0,20,15,14
227,3,83,4.5,9,0,20,15,14
228,5,83,5.4,8,0,20,15,14
229,4,84,21.2,18,1,30,30,10
230,1,84,11.9,19,0,20,15,14
231,2,84,5.8,8,0,20,15,14
232,3,84,5.1,9,0,20,15,14
233,5,84,5.8,8,0,20,15,14
234,4,85,24,18,1,30,40,8
235,1,85,14.1,19,0,20,20,12
236,2,85,6.7,8,0,20,15,14
237,3,85,5.8,9,0,20,15,14
238,5,85,6.7,8,0,20,15,14
239,4,86,27.9,18,2,40,40,8
240,1,86,19.9,19,1,30,30,10
241,2,86,8.7,8,0,20,15,14
242,3,86,6.4,9,0,20,15,14
243,5,86,8.7,8,0,20,15,14
244,1,87,22.8,19,1,30,30,10
245,2,87,12.2,8,0,20,20,12
246,3,87,9,9,0,20,15,14
247,5,87,12.2,8,0,20,20,12
248,1,88,30.8,7,2,40,40,8
249,2,88,16,8,0,20,30,10
250,3,88,12.2,9,0,20,20,12
251,5,88,16,8,0,20,30,10
252,1,89,38.6,7,2,50,50,8
253,2,89,18.6,8,1,30,30,10
254,3,89,13.1,9,0,20,20,12
255,5,89,18.6,8,1,30,30,10
256,1,90,47.4,16,3,60,60,6
257,2,90,21.8,8,1,30,30,10
258,3,90,18.7,9,1,30,30,10
259,5,90,21.8,8,1,30,30,10
260,4,91,12.2,18,0,20,20,12
261,1,91,8.3,19,0,20,15,14
262,2,91,3.8,8,0,20,15,14
263,5,91,3.8,8,0,20,15,14
264,4,92,14.7,18,0,20,20,12
265,1,92,8.7,19,0,20,15,14
266,2,92,4.5,8,0,20,15,14
267,5,92,4.5,8,0,20,15,14
268,4,93,14.7,18,0,20,20,12
269,1,93,9.9,19,0,20,15,14
270,2,93,5.1,8,0,20,15,14
271,3,93,3.8,9,0,20,15,14
272,5,93,4.8,8,0,20,15,14
273,4,94,16.3,18,1,30,30,10
274,1,94,10.9,19,0,20,20,12
275,2,94,5.8,8,0,20,15,14
276,3,94,4.2,9,0,20,15,14
277,5,94,5.1,8,0,20,15,14
278,4,95,22.4,18,1,30,30,10
279,1,95,11.9,19,0,20,15,14
280,2,95,7.4,8,0,20,15,14
281,3,95,6.4,9,0,20,15,14
282,5,95,7.1,8,0,20,15,14
283,4,96,24.7,18,2,30,40,8
284,1,96,17,19,1,20,30,10
285,2,96,8,8,0,20,15,14
286,3,96,5.8,9,0,20,15,14
287,5,96,8.3,8,0,20,15,14
288,1,97,19.6,19,1,30,30,10
289,2,97,8,8,0,20,15,14
290,3,97,7.1,9,0,20,15,14
291,5,97,8.3,8,0,20,15,14
292,1,98,24,19,1,30,40,8
293,2,98,10.6,8,0,20,15,14
294,3,98,8.1,9,0,20,15,14
295,5,98,10.6,8,0,20,15,14
296,1,99,37,7,2,50,50,8
297,2,99,19.5,8,1,30,30,10
298,3,99,12.8,9,0,20,20,12
299,5,99,19.5,8,1,30,30,10
